chembl_id,pref_name,target_type,accession,gene_symbol,organism,tax_id,target_confidence
CHEMBL5982,Disintegrin and metalloproteinase domain-containing protein 9,SINGLE PROTEIN,Q13443,ADAM9,Homo sapiens,9606,7
CHEMBL3108647,Histone-lysine N-methyltransferase SETD2,SINGLE PROTEIN,Q9BYW2,SETD2,Homo sapiens,9606,9
CHEMBL4375,SRSF protein kinase 1,SINGLE PROTEIN,Q96SB4,SRPK1,Homo sapiens,9606,9
CHEMBL3837,Procathepsin L,SINGLE PROTEIN,P07711,CTSL,Homo sapiens,9606,9
CHEMBL3012,"High affinity 3',5'-cyclic-AMP phosphodiesterase 7A",SINGLE PROTEIN,Q13946,PDE7A,Homo sapiens,9606,9
CHEMBL6067198,AP-1 complex subunit sigma-1A,SINGLE PROTEIN,P61966,AP1S1,Homo sapiens,9606,8
CHEMBL4439,TGF-beta receptor type-1,SINGLE PROTEIN,P36897,TGFBR1,Homo sapiens,9606,8
CHEMBL5413,KiSS-1 receptor,SINGLE PROTEIN,Q969F8,KISS1R,Homo sapiens,9606,8
CHEMBL5275,Bone morphogenetic protein receptor type-1A,SINGLE PROTEIN,P36894,BMPR1A,Homo sapiens,9606,8
CHEMBL5483005,NKG2-D type II integral membrane protein,SINGLE PROTEIN,P26718,KLRK1,Homo sapiens,9606,7
CHEMBL5725109,SMAD family member 4,SINGLE PROTEIN,Q13485,SMAD4,Homo sapiens,9606,8
CHEMBL3863,Serine/threonine-protein kinase D1,SINGLE PROTEIN,Q15139,PRKD1,Homo sapiens,9606,8
CHEMBL4879446,Ras-related protein R-Ras2,SINGLE PROTEIN,P62070,RRAS2,Homo sapiens,9606,9
CHEMBL1808,Angiotensin-converting enzyme,SINGLE PROTEIN,P12821,ACE,Homo sapiens,9606,8
CHEMBL3524,Histone deacetylase 4,SINGLE PROTEIN,P56524,HDAC4,Homo sapiens,9606,7
CHEMBL2014,Nociceptin receptor,SINGLE PROTEIN,P41146,OPRL1,Homo sapiens,9606,9
CHEMBL6067557,Small ribosomal subunit protein uS17,SINGLE PROTEIN,P62280,RPS11,Homo sapiens,9606,9
CHEMBL4931,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",SINGLE PROTEIN,Q15125,EBP,Homo sapiens,9606,8
CHEMBL4879410,Branched-chain alpha-ketoacid dehydrogenase kinase,SINGLE PROTEIN,O14874,BCKDK,Homo sapiens,9606,9
CHEMBL4873,Chymotrypsin-like protease CTRL-1,SINGLE PROTEIN,P40313,CTRL,Homo sapiens,9606,9
CHEMBL6067408,Mitochondrial import inner membrane translocase subunit Tim10,SINGLE PROTEIN,P62072,TIMM10,Homo sapiens,9606,7
CHEMBL4616,Growth hormone secretagogue receptor type 1,SINGLE PROTEIN,Q92847,GHSR,Homo sapiens,9606,8
CHEMBL5839,Delta(14)-sterol reductase TM7SF2,SINGLE PROTEIN,O76062,TM7SF2,Homo sapiens,9606,9
CHEMBL4630876,Interferon beta,SINGLE PROTEIN,P01574,IFNB1,Homo sapiens,9606,9
CHEMBL3286077,Eotaxin,SINGLE PROTEIN,P51671,CCL11,Homo sapiens,9606,8
CHEMBL2929,Proprotein convertase subtilisin/kexin type 9,SINGLE PROTEIN,Q8NBP7,PCSK9,Homo sapiens,9606,9
CHEMBL3012,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",SINGLE PROTEIN,Q9Y233,PDE10A,Homo sapiens,9606,7
CHEMBL1287625,MBT domain-containing protein 1,SINGLE PROTEIN,Q05BQ5,MBTD1,Homo sapiens,9606,9
CHEMBL280,Collagenase 3,SINGLE PROTEIN,P45452,MMP13,Homo sapiens,9606,9
CHEMBL2146308,Protein disulfide-isomerase A6,SINGLE PROTEIN,Q15084,PDIA6,Homo sapiens,9606,8
CHEMBL5619,DNA repair nuclease/redox regulator APEX1,SINGLE PROTEIN,P27695,APEX1,Homo sapiens,9606,9
CHEMBL1075144,Neuromedin-U receptor 2,SINGLE PROTEIN,Q9GZQ4,NMUR2,Homo sapiens,9606,9
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,SINGLE PROTEIN,P04035,HMGCR,Homo sapiens,9606,9
CHEMBL4657,Dipeptidyl peptidase 8,SINGLE PROTEIN,Q6V1X1,DPP8,Homo sapiens,9606,7
CHEMBL5319,Epithelial discoidin domain-containing receptor 1,SINGLE PROTEIN,Q08345,DDR1,Homo sapiens,9606,9
CHEMBL4142,Fibroblast growth factor receptor 2,SINGLE PROTEIN,P21802,FGFR2,Homo sapiens,9606,8
CHEMBL6066441,Protein unc-119 homolog A,SINGLE PROTEIN,Q13432,UNC119,Homo sapiens,9606,9
CHEMBL4630892,NKG2-A/NKG2-B type II integral membrane protein,SINGLE PROTEIN,P26715,KLRC1,Homo sapiens,9606,8
CHEMBL4792,Orexin receptor type 2,SINGLE PROTEIN,O43614,HCRTR2,Homo sapiens,9606,7
CHEMBL2734,Phospholipase D2,SINGLE PROTEIN,O14939,PLD2,Homo sapiens,9606,8
CHEMBL6066928,Large ribosomal subunit protein uL16,SINGLE PROTEIN,P27635,RPL10,Homo sapiens,9606,9
CHEMBL4282,RAC-alpha serine/threonine-protein kinase,SINGLE PROTEIN,P31749,AKT1,Homo sapiens,9606,7
CHEMBL5725113,Protein transport protein Sec61 subunit alpha isoform 1,SINGLE PROTEIN,P61619,SEC61A1,Homo sapiens,9606,9
CHEMBL6067558,Large ribosomal subunit protein eL8,SINGLE PROTEIN,P62424,RPL7A,Homo sapiens,9606,8
CHEMBL2952,Glutamate decarboxylase 2,SINGLE PROTEIN,Q05329,GAD2,Homo sapiens,9606,9
CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Q12809,KCNH2,Homo sapiens,9606,9
CHEMBL242,Estrogen receptor beta,SINGLE PROTEIN,Q92731,ESR2,Homo sapiens,9606,9
CHEMBL2821,Coagulation factor XII,SINGLE PROTEIN,P00748,F12,Homo sapiens,9606,9
CHEMBL2068,Ephrin type-A receptor 2,SINGLE PROTEIN,P29317,EPHA2,Homo sapiens,9606,9
CHEMBL6066391,Fumarylacetoacetase,SINGLE PROTEIN,P16930,FAH,Homo sapiens,9606,7
CHEMBL2157850,Ubiquitin C-terminal hydrolase 7,SINGLE PROTEIN,Q93009,USP7,Homo sapiens,9606,7
CHEMBL4523,Serine/threonine-protein kinase pim-2,SINGLE PROTEIN,Q9P1W9,PIM2,Homo sapiens,9606,8
CHEMBL6067572,Small ribosomal subunit protein eS7,SINGLE PROTEIN,P62081,RPS7,Homo sapiens,9606,7
CHEMBL274,C-C chemokine receptor type 5,SINGLE PROTEIN,P51681,CCR5,Homo sapiens,9606,7
CHEMBL206,Estrogen receptor,SINGLE PROTEIN,P03372,ESR1,Homo sapiens,9606,7
CHEMBL205,Carbonic anhydrase 2,SINGLE PROTEIN,P00918,CA2,Homo sapiens,9606,9
CHEMBL2522,Beta-galactosidase,SINGLE PROTEIN,P16278,GLB1,Homo sapiens,9606,9
CHEMBL4793,Dipeptidyl peptidase 9,SINGLE PROTEIN,Q86TI2,DPP9,Homo sapiens,9606,8
CHEMBL5568,Proto-oncogene tyrosine-protein kinase ROS,SINGLE PROTEIN,P08922,ROS1,Homo sapiens,9606,7
CHEMBL3831206,26S proteasome regulatory subunit 10B,SINGLE PROTEIN,P62333,PSMC6,Homo sapiens,9606,9
CHEMBL2996,Protein kinase C delta type,SINGLE PROTEIN,Q05655,PRKCD,Homo sapiens,9606,7
CHEMBL4523223,Chloride anion exchanger,SINGLE PROTEIN,P40879,SLC26A3,Homo sapiens,9606,8
CHEMBL4576,Homeodomain-interacting protein kinase 2,SINGLE PROTEIN,Q9H2X6,HIPK2,Homo sapiens,9606,7
CHEMBL4860,Apoptosis regulator Bcl-2,SINGLE PROTEIN,P10415,BCL2,Homo sapiens,9606,8
CHEMBL5284,Calcium/calmodulin-dependent protein kinase kinase 2,SINGLE PROTEIN,Q96RR4,CAMKK2,Homo sapiens,9606,8
CHEMBL4375,SRSF protein kinase 1,SINGLE PROTEIN,B4DS61,SRPK1,Homo sapiens,9606,8
